uniprotswissprot	uniprotsptrembl	wormbase_gene
	G5EBG8	WBGene00009978
	H9G305	WBGene00009978
	A0A3B1E9Z3	WBGene00009978
	Q9XVM7	WBGene00009979
	P91997	WBGene00009980
	P91998	WBGene00009981
	Q9XVM6	WBGene00009982
P34682		WBGene00009983
	Q9XVM8	WBGene00009984
	J7SEY5	WBGene00009984
	Q20726	WBGene00009985
	Q20725	WBGene00009986
Q20728		WBGene00009987
	C6KRL8	WBGene00009988
	C6KRL9	WBGene00009988
	D5MCS6	WBGene00009988
	D5MCS7	WBGene00009988
	Q20723	WBGene00009990
Q20719		WBGene00009992
	Q20720	WBGene00009993
	Q20727	WBGene00009994
	Q20724	WBGene00009995
	G5EC45	WBGene00009996
	Q7JLC8	WBGene00009997
	O62259	WBGene00009998
	G5EBF9	WBGene00009999
	O62260	WBGene00010000
	O62261	WBGene00010001
	O62258	WBGene00010002
	G5EDR1	WBGene00010003
	A0A3B1E4W1	WBGene00010003
	Q9U3E6	WBGene00010004
	A0A0K3AS53	WBGene00010004
	A0A0K3AVM5	WBGene00010004
	Q9U3E5	WBGene00010005
	D7SFQ8	WBGene00010006
	D7SFQ9	WBGene00010006
	Q93778	WBGene00010007
	Q93782	WBGene00010008
	Q93780	WBGene00010009
	Q93779	WBGene00010010
	Q86D18	WBGene00010011
Q20733		WBGene00010012
	A8WHS4	WBGene00010012
	A8WHS5	WBGene00010012
	N1NTF3	WBGene00010012
	O62263	WBGene00010013
	A5Z2S3	WBGene00010013
	Q09398	WBGene00010014
Q20748		WBGene00010015
	O45558	WBGene00010016
	O45560	WBGene00010017
	O45561	WBGene00010018
	O45562	WBGene00010019
	H9G342	WBGene00010019
	O45559	WBGene00010020
	O45564	WBGene00010021
	Q5CZ32	WBGene00010021
	O45557	WBGene00010022
	O45565	WBGene00010023
	Q9XTV7	WBGene00010025
	O45567	WBGene00010026
	Q20740	WBGene00010027
	Q20737	WBGene00010028
	Q20742	WBGene00010030
	Q20746	WBGene00010031
	Q20743	WBGene00010032
	Q20738	WBGene00010033
	Q20747	WBGene00010034
P34439		WBGene00010035
P34440		WBGene00010036
P34442		WBGene00010037
	E1B6R1	WBGene00010037
P34443		WBGene00010038
P34444		WBGene00010039
P34445		WBGene00010040
	D1MN62	WBGene00010040
	E1B6R3	WBGene00010040
	E1B6R4	WBGene00010040
	E1B6R5	WBGene00010040
	Q20753	WBGene00010041
	Q20755	WBGene00010042
	Q58AA8	WBGene00010042
	Q20756	WBGene00010043
	Q20760	WBGene00010044
	Q20759	WBGene00010045
	Q20763	WBGene00010046
Q20762		WBGene00010047
	Q20768	WBGene00010048
	Q20769	WBGene00010049
	Q20770	WBGene00010050
	Q20771	WBGene00010051
	Q5FC73	WBGene00010051
Q20772		WBGene00010052
	Q20775	WBGene00010053
	G5EG47	WBGene00010054
	G5EE46	WBGene00010055
G5EG17		WBGene00010056
	Q9XVW8	WBGene00010057
	Q65ZB4	WBGene00010057
	Q65ZB5	WBGene00010057
	Q93784	WBGene00010058
	Q93786	WBGene00010059
	Q93787	WBGene00010060
	G5EEW5	WBGene00010061
	Q93789	WBGene00010062
G5EGA6		WBGene00010063
	Q20789	WBGene00010064
	Q20790	WBGene00010065
	Q20793	WBGene00010066
	Q20794	WBGene00010067
	Q7YX02	WBGene00010068
	O45568	WBGene00010069
	O45569	WBGene00010070
	B6VQ96	WBGene00010070
O02275		WBGene00010071
	O17889	WBGene00010072
	A7LPI9	WBGene00010073
	A7LPJ0	WBGene00010073
	F5GUF8	WBGene00010073
Q03599		WBGene00010074
	Q20796	WBGene00010075
	C8JQR9	WBGene00010077
	P90887	WBGene00010079
	Q2L6U7	WBGene00010079
	G3MU11	WBGene00010079
	H9G2W4	WBGene00010079
	I2HAA1	WBGene00010079
	Q20802	WBGene00010080
	Q20803	WBGene00010081
	I2HAA2	WBGene00010081
	Q86D20	WBGene00010082
	O17892	WBGene00010083
	O17891	WBGene00010084
	O17893	WBGene00010085
	O17890	WBGene00010086
	Q7JKF1	WBGene00010087
	Q93792	WBGene00010088
	Q93795	WBGene00010089
	Q20815	WBGene00010091
	Q20818	WBGene00010093
Q20819		WBGene00010094
	Q20821	WBGene00010096
	A8WHT6	WBGene00010096
Q20822		WBGene00010097
	Q7YTM4	WBGene00010098
	Q9XUZ6	WBGene00010099
	Q9XUY9	WBGene00010100
	Q9XUZ4	WBGene00010101
	Q9XUZ0	WBGene00010102
	Q9XUY8	WBGene00010103
	Q9XUY7	WBGene00010104
	Q9XUZ1	WBGene00010105
	Q9XUZ3	WBGene00010106
	Q9XUY6	WBGene00010107
Q20806		WBGene00010108
	Q7YX00	WBGene00010109
	Q20830	WBGene00010110
	Q20833	WBGene00010111
	C1P648	WBGene00010111
	G5EFL3	WBGene00010113
	G5EBM3	WBGene00010113
	O62264	WBGene00010114
	Q9XUY2	WBGene00010115
	Q9XUY4	WBGene00010116
	Q8MQ23	WBGene00010116
Q9XUY5		WBGene00010117
	V6CLW5	WBGene00010117
	A0A3B1E3Z4	WBGene00010118
	A0A3B1E567	WBGene00010118
	Q20855	WBGene00010119
	Q20856	WBGene00010120
	Q20857	WBGene00010121
	G5EBG5	WBGene00010122
	Q9XUD8	WBGene00010123
	G5EC22	WBGene00010124
	Q9XUE0	WBGene00010125
	D5MCV0	WBGene00010125
	Q9XUE1	WBGene00010126
	Q9XUD5	WBGene00010127
	Q9XUD6	WBGene00010128
	Q9XUD9	WBGene00010129
P34462		WBGene00010130
P34465		WBGene00010131
P34467		WBGene00010132
	Q9XVM4	WBGene00010133
	P90891	WBGene00010134
	P90889	WBGene00010135
	Q8I4I0	WBGene00010136
	G5ECP6	WBGene00010137
	Q19902	WBGene00010137
	A5JYU2	WBGene00010137
	C0P286	WBGene00010138
	G5EBW3	WBGene00010138
	Q95ZS5	WBGene00010139
	O45574	WBGene00010139
	O45575	WBGene00010140
	O45576	WBGene00010141
	O45578	WBGene00010142
	O45571	WBGene00010143
	Q20859	WBGene00010144
	Q20860	WBGene00010145
	C1P638	WBGene00010146
	C1P639	WBGene00010146
	Q20879	WBGene00010147
	Q20883	WBGene00010148
	Q20885	WBGene00010149
	Q20881	WBGene00010150
	I2HAJ8	WBGene00010150
	I2HAJ9	WBGene00010150
	Q20878	WBGene00010152
	Q20882	WBGene00010153
	Q20899	WBGene00010155
	G5EFU4	WBGene00010157
	G5ECQ5	WBGene00010158
	Q9XUY1	WBGene00010159
Q9TW67		WBGene00010160
	Q9XUY0	WBGene00010161
	O45579	WBGene00010162
	O45580	WBGene00010163
	O45582	WBGene00010164
	O45581	WBGene00010165
O45583		WBGene00010166
	O45584	WBGene00010167
	O45585	WBGene00010168
	O45586	WBGene00010169
	O45587	WBGene00010170
	O45589	WBGene00010171
	O45590	WBGene00010172
	Q9GS12	WBGene00010173
	Q20909	WBGene00010174
	H9G2Y5	WBGene00010174
	Q20902	WBGene00010175
	B3GWC1	WBGene00010175
	I2HA95	WBGene00010175
	G5EDE0	WBGene00010177
	Q20913	WBGene00010178
	Q2PJ77	WBGene00010178
	Q20915	WBGene00010179
	Q20916	WBGene00010180
	Q20917	WBGene00010181
	G5EBJ1	WBGene00010182
	Q7YX01	WBGene00010183
	O45592	WBGene00010184
	O17897	WBGene00010185
	G5EGI3	WBGene00010186
	H9G361	WBGene00010186
	Q20923	WBGene00010187
	Q20925	WBGene00010188
	Q1HB01	WBGene00010189
	Q1HB00	WBGene00010189
	Q20929	WBGene00010191
	Q8MQ19	WBGene00010191
	Q20928	WBGene00010192
	B6EU60	WBGene00010192
	O45593	WBGene00010193
	O45594	WBGene00010194
	O45595	WBGene00010195
	O45596	WBGene00010196
	O62265	WBGene00010197
	U4PAQ6	WBGene00010197
	A0A0K3ARL4	WBGene00010197
	G5ECT7	WBGene00010198
	H2FLK2	WBGene00010198
	U4PB03	WBGene00010198
	Q20947	WBGene00010199
	Q20948	WBGene00010199
	A0A0K3ASR2	WBGene00010199
	A0A0K3AWB8	WBGene00010199
	Q20945	WBGene00010200
	Q9XXT3	WBGene00010202
	J7S151	WBGene00010202
	Q9XXT4	WBGene00010203
	Q20950	WBGene00010204
	Q20951	WBGene00010205
	Q9XUX6	WBGene00010206
	Q9XUX2	WBGene00010212
	Q9XU88	WBGene00010214
	G5EC41	WBGene00010215
	Q9XU92	WBGene00010216
O62266		WBGene00010217
O62267		WBGene00010218
	O62268	WBGene00010219
O62269		WBGene00010220
	Q20955	WBGene00010221
	Q20956	WBGene00010222
	G5EEW2	WBGene00010222
	Q93802	WBGene00010223
	Q93806	WBGene00010224
	Q93805	WBGene00010225
P34468		WBGene00010226
P34469		WBGene00010227
P34472		WBGene00010228
P34473		WBGene00010229
P34476		WBGene00010230
	Q20969	WBGene00010231
	Q20965	WBGene00010232
	Q20966	WBGene00010233
	G5EE48	WBGene00010234
	Q20976	WBGene00010235
	Q20973	WBGene00010236
	J7SF01	WBGene00010236
	Q20972	WBGene00010237
	Q20974	WBGene00010238
	Q7YX11	WBGene00010239
	Q9XVM2	WBGene00010241
	Q9NLD2	WBGene00010242
	Q7YTT0	WBGene00010242
	G5EER6	WBGene00010243
	Q9NLD3	WBGene00010244
	Q9NLD4	WBGene00010245
	Q9NLC7	WBGene00010246
	G5EFN8	WBGene00010247
	Q7YTM2	WBGene00010248
	O02276	WBGene00010249
	G5ED10	WBGene00010250
Q20977		WBGene00010251
	Q20980	WBGene00010253
	Q20981	WBGene00010254
	Q20982	WBGene00010255
	Q20983	WBGene00010256
	Q20984	WBGene00010257
	Q7YX04	WBGene00010258
	Q9XUW6	WBGene00010259
	Q1ZXS6	WBGene00010259
	N1NSI8	WBGene00010259
	Q9XUW5	WBGene00010260
	G5EEZ7	WBGene00010261
	Q9XUW9	WBGene00010262
	O62275	WBGene00010263
	O62276	WBGene00010264
	B7WNA2	WBGene00010264
	O62272	WBGene00010265
	O62277	WBGene00010266
	O62271	WBGene00010267
	O62274	WBGene00010268
	O62270	WBGene00010269
	O62278	WBGene00010270
	Q21004	WBGene00010272
	Q21008	WBGene00010273
	H9G2S4	WBGene00010273
	A0A2C9C3M6	WBGene00010273
	Q21009	WBGene00010274
Q21005		WBGene00010275
	A0A061ACH3	WBGene00010275
	Q95QD9	WBGene00010277
	Q7YX13	WBGene00010278
	Q9XVM0	WBGene00010279
	Q9XVL7	WBGene00010279
P90897		WBGene00010280
	P90898	WBGene00010281
	Q9XVL9	WBGene00010282
	D9N145	WBGene00010282
	Q9XVL8	WBGene00010283
	Q2PJ74	WBGene00010284
	Q21011	WBGene00010285
Q21012		WBGene00010286
	Q21014	WBGene00010288
	Q21015	WBGene00010289
	G5EBT2	WBGene00010290
	G5EEF9	WBGene00010290
	Q93827	WBGene00010291
	Q9XUV9	WBGene00010292
	Q9XUW2	WBGene00010293
	Q9XUW0	WBGene00010296
	Q9XUW3	WBGene00010297
	A5Z2W0	WBGene00010297
	Q9XUW4	WBGene00010298
	G5EF35	WBGene00010299
	Q7YWZ9	WBGene00010300
	Q7YWZ8	WBGene00010301
Q21018		WBGene00010303
P52874		WBGene00010304
	Q2EEP3	WBGene00010304
	Q21019	WBGene00010305
		WBGene00010306
P34479		WBGene00010307
P34480		WBGene00010308
P34481		WBGene00010309
P34483		WBGene00010310
P34484		WBGene00010311
P34487		WBGene00010314
P34488		WBGene00010315
	A0A1N7SYQ7	WBGene00010315
	Q86D10	WBGene00010316
	P90899	WBGene00010316
	A0A061AKM4	WBGene00010316
	A0A061ACK1	WBGene00010316
	A0A061AIW8	WBGene00010316
	Q21032	WBGene00010317
	H9G2T4	WBGene00010317
	H9G2T3	WBGene00010317
Q09950		WBGene00010318
Q09951		WBGene00010319
Q09952		WBGene00010320
Q09953		WBGene00010321
Q09954		WBGene00010322
	Q93828	WBGene00010323
	Q93829	WBGene00010324
	Q93830	WBGene00010325
	Q93831	WBGene00010326
Q93834		WBGene00010327
	G5EG00	WBGene00010328
	O17899	WBGene00010329
	O62281	WBGene00010330
	Q9XUV6	WBGene00010331
	G5EE63	WBGene00010332
O17901		WBGene00010333
	G5EFH3	WBGene00010334
	Q8MQ13	WBGene00010335
	Q93839	WBGene00010336
	Q93838	WBGene00010337
	Q93840	WBGene00010338
Q93841		WBGene00010339
	G5ECR3	WBGene00010340
	G5EBW0	WBGene00010341
	Q21046	WBGene00010342
	Q21047	WBGene00010343
	Q21048	WBGene00010344
	G5ED92	WBGene00010345
	O17902	WBGene00010348
	E3W759	WBGene00010348
	O17903	WBGene00010349
	Q7JKB9	WBGene00010350
	Q7JKB8	WBGene00010350
	B2MZC7	WBGene00010350
O45599		WBGene00010351
	O45600	WBGene00010352
	O45603	WBGene00010353
	G5EGT6	WBGene00010354
	Q7K7K8	WBGene00010355
Q9XTW2		WBGene00010356
	G5EFE3	WBGene00010357
	Q9XU23	WBGene00010358
	Q9XU24	WBGene00010359
	Q9XU20	WBGene00010360
	Q9XU21	WBGene00010361
	O45607	WBGene00010362
	D0Z5M9	WBGene00010363
	H8ESD1	WBGene00010363
	O45608	WBGene00010364
	Q7YWY1	WBGene00010365
	G5EEA3	WBGene00010366
	A0A1T5HUI7	WBGene00010367
	A0A1T5HUG1	WBGene00010367
	A0A1T5HUJ8	WBGene00010367
	A0A1T5HUI4	WBGene00010367
	A0A1T5HUY1	WBGene00010367
	Q9XTR0	WBGene00010368
	O17909	WBGene00010369
	O17907	WBGene00010370
	K8ES75	WBGene00010370
	K8F7T8	WBGene00010370
	Q9XXK3	WBGene00010372
	O45610	WBGene00010373
	O45611	WBGene00010374
	D3YT91	WBGene00010374
	D3YT92	WBGene00010374
	O45613	WBGene00010375
	H9G358	WBGene00010375
	H9G355	WBGene00010375
	H9G356	WBGene00010375
	H9G357	WBGene00010375
	G5EDJ8	WBGene00010377
	G5EGK3	WBGene00010378
	H2L2K1	WBGene00010378
	G5EEF2	WBGene00010379
	Q9XTX2	WBGene00010380
	Q9XTW7	WBGene00010381
	Q9XTW8	WBGene00010382
	Q9XTW9	WBGene00010383
	H9G340	WBGene00010383
	H9G341	WBGene00010383
	Q9XTW6	WBGene00010385
	Q9XTX0	WBGene00010386
	B5BM48	WBGene00010386
	G5EES0	WBGene00010387
	O45618	WBGene00010388
	O45615	WBGene00010389
	O45617	WBGene00010391
	A0A061ACQ0	WBGene00010392
	A0A060Q5Z9	WBGene00010394
	Q9XTQ9	WBGene00010396
	Q9XTQ8	WBGene00010397
	Q564P9	WBGene00010397
	G5ED09	WBGene00010399
	Q9U3D5	WBGene00010401
	G5EDX5	WBGene00010403
	G5EBL7	WBGene00010404
	O45622	WBGene00010405
	E9P8A2	WBGene00010405
	O45623	WBGene00010406
	O45624	WBGene00010406
Q7JKC3		WBGene00010406
	G3MU82	WBGene00010406
	G3MU79	WBGene00010406
	G3MU83	WBGene00010406
	G3MU81	WBGene00010406
	G3MU80	WBGene00010406
	N1NV07	WBGene00010406
	N1NTD2	WBGene00010406
	N1NTD8	WBGene00010406
	N1NTJ2	WBGene00010406
	N1NTI7	WBGene00010406
	N1NSD8	WBGene00010406
	N1NVB4	WBGene00010406
	N1NSE3	WBGene00010406
	O45625	WBGene00010407
	E9P8A3	WBGene00010407
	Q9NCE1	WBGene00010408
	F1LIN4	WBGene00010408
	Q9XTV3	WBGene00010409
	G5EG35	WBGene00010410
	G5EE15	WBGene00010411
	Q9XU19	WBGene00010412
	Q9XU17	WBGene00010413
	Q9U3D2	WBGene00010414
	Q9XU16	WBGene00010415
	Q9XU15	WBGene00010416
	Q9XU14	WBGene00010417
	G5EF46	WBGene00010418
	G5EBT9	WBGene00010418
Q9XXK1		WBGene00010419
	G5ED60	WBGene00010420
	O62286	WBGene00010421
	Q7YWX0	WBGene00010422
	O17913	WBGene00010423
	Q9XXT5	WBGene00010425
	Q9U3D0	WBGene00010426
	G5ED17	WBGene00010427
Q9U3C8		WBGene00010428
	Q9XXA8	WBGene00010429
	Q7YWY4	WBGene00010432
	O45628	WBGene00010433
	G5ECP7	WBGene00010434
	Q9NAQ2	WBGene00010435
	Q95QD6	WBGene00010436
	Q95QD5	WBGene00010437
	S6F574	WBGene00010437
	O62291	WBGene00010439
	D3YT79	WBGene00010439
	O62289	WBGene00010440
	G5ECW1	WBGene00010442
	Q2EEM9	WBGene00010442
	C1P633	WBGene00010444
	C1P634	WBGene00010444
	C1P635	WBGene00010444
	C6KRJ8	WBGene00010444
	D3YT29	WBGene00010444
	Q21073	WBGene00010446
	Q21078	WBGene00010447
	Q21077	WBGene00010448
	H9G2T5	WBGene00010448
	Q21068	WBGene00010449
	Q21069	WBGene00010450
	G5ECF3	WBGene00010451
P34489		WBGene00010453
P34491		WBGene00010454
	Q7YWX6	WBGene00010455
	Q21080	WBGene00010456
	Q21081	WBGene00010457
	Q21083	WBGene00010458
	Q21084	WBGene00010459
	A5JYR3	WBGene00010459
	Q21085	WBGene00010460
	Q21090	WBGene00010461
	Q21095	WBGene00010464
	Q21096	WBGene00010465
	G5EF90	WBGene00010466
	Q21091	WBGene00010467
	Q21089	WBGene00010468
	Q21092	WBGene00010469
	G5EDZ7	WBGene00010470
	G5EET3	WBGene00010471
	Q21097	WBGene00010472
	G5EBH4	WBGene00010472
	G5EGC7	WBGene00010473
	G5EF90	WBGene00010474
	Q7YTL1	WBGene00010475
O17917		WBGene00010476
	O17914	WBGene00010477
O17919		WBGene00010478
	G5ECC8	WBGene00010479
	G5EDH3	WBGene00010479
	G5EF83	WBGene00010480
	Q9BI82	WBGene00010481
	O45633	WBGene00010483
Q21102		WBGene00010484
	D3YT20	WBGene00010484
	G5EFW8	WBGene00010485
	Q21105	WBGene00010486
	Q21108	WBGene00010487
Q21109		WBGene00010488
	O45637	WBGene00010491
	A5Z2W7	WBGene00010491
	Q21126	WBGene00010492
	Q21127	WBGene00010493
	Q21125	WBGene00010494
	Q21114	WBGene00010495
	Q21115	WBGene00010496
Q3LRZ3		WBGene00010497
	Q21117	WBGene00010498
	Q21113	WBGene00010499
	P90904	WBGene00010500
	Q09403	WBGene00010501
Q09931		WBGene00010502
	A0A131MAZ4	WBGene00010502
	A0A131MAU8	WBGene00010502
	A0A131MBF0	WBGene00010502
	A0A131MCC3	WBGene00010502
	Q8I4H7	WBGene00010503
	Q21131	WBGene00010504
	Q21130	WBGene00010505
	Q9XUV4	WBGene00010506
	Q9U3C4	WBGene00010507
	G5EG60	WBGene00010508
	G5EBP2	WBGene00010508
	A0A0K3ARN3	WBGene00010508
	A0A0K3AV67	WBGene00010508
	Q9NAQ1	WBGene00010509
	A5JYX2	WBGene00010509
	Q21145	WBGene00010510
	Q21142	WBGene00010511
	Q21141	WBGene00010512
	Q21140	WBGene00010513
	A0A2C9C3L6	WBGene00010513
	A0A2C9C3B3	WBGene00010513
	A0A2C9C3L8	WBGene00010513
	A0A2C9C3E6	WBGene00010513
	Q21144	WBGene00010514
	Q21143	WBGene00010515
	O62297	WBGene00010516
	G5EDX0	WBGene00010519
	Q21168	WBGene00010520
	Q21167	WBGene00010521
	Q9XVU7	WBGene00010522
	Q21177	WBGene00010523
	Q21182	WBGene00010524
	Q21176	WBGene00010525
	Q7YWZ1	WBGene00010526
	O45639	WBGene00010527
	O45640	WBGene00010528
	O45642	WBGene00010530
	O45643	WBGene00010531
	O45652	WBGene00010534
	A0A131MAV3	WBGene00010537
	A0A131MAQ8	WBGene00010537
	A0A131MBB1	WBGene00010537
	A0A131MC76	WBGene00010537
P34499		WBGene00010538
P34500		WBGene00010539
P34501		WBGene00010540
P34502		WBGene00010541
	Q21196	WBGene00010542
	Q9U3C2	WBGene00010544
	G5EBG3	WBGene00010545
	Q21199	WBGene00010546
	Q9XVX7	WBGene00010547
	O45656	WBGene00010550
	Q7JKG4	WBGene00010550
O62301		WBGene00010551
	U4PEH8	WBGene00010551
	U4PBA4	WBGene00010551
	Q21205	WBGene00010552
	Q9XVV7	WBGene00010552
	Q21202	WBGene00010553
	Q21201	WBGene00010554
	Q21204	WBGene00010555
Q21215		WBGene00010556
P54815		WBGene00010557
P28192		WBGene00010558
	Q7YWX4	WBGene00010559
Q21230		WBGene00010560
Q21222		WBGene00010562
	Q21223	WBGene00010563
	Q21224	WBGene00010564
	A0A061ACY0	WBGene00010564
	Q21225	WBGene00010565
	Q21226	WBGene00010566
	B2D6N0	WBGene00010566
	Q21228	WBGene00010567
	Q21229	WBGene00010568
	Q95ZR7	WBGene00010569
	Q93848	WBGene00010570
	Q93845	WBGene00010571
Q93847		WBGene00010572
P34504		WBGene00010573
P34507		WBGene00010574
	Q6LAC9	WBGene00010575
	O01336	WBGene00010576
	O01337	WBGene00010577
	O01338	WBGene00010578
Q9XUU9		WBGene00010579
	Q9XUU1	WBGene00010580
	Q9XUU4	WBGene00010581
	Q9XUU8	WBGene00010582
	Q9XUU5	WBGene00010583
	Q9XUU6	WBGene00010584
	Q9XUU3	WBGene00010585
	Q9XUU7	WBGene00010586
	Q9XUU2	WBGene00010587
	O17926	WBGene00010588
	O45659	WBGene00010589
	Q86D22	WBGene00010590
	G5EC51	WBGene00010591
	Q21256	WBGene00010592
	D6R8W6	WBGene00010592
Q21253		WBGene00010593
	Q21254	WBGene00010594
Q19341		WBGene00010595
	Q21255	WBGene00010596
	Q8MQ10	WBGene00010597
	G5EBI5	WBGene00010599
	O17932	WBGene00010600
O17930		WBGene00010601
O17931		WBGene00010602
	O45664	WBGene00010603
O17934		WBGene00010604
	Q9XUT9	WBGene00010605
	Q5WRM0	WBGene00010605
	Q9XUT8	WBGene00010606
	Q9XUU0	WBGene00010607
	P90908	WBGene00010608
	G5EET2	WBGene00010609
	P90910	WBGene00010610
	O01339	WBGene00010611
	O01340	WBGene00010612
	P90911	WBGene00010613
	P90912	WBGene00010614
	P90914	WBGene00010615
	Q8I4H6	WBGene00010615
	Q8I4H5	WBGene00010615
	A0A1N7SZF7	WBGene00010615
	A0A1N7SYV6	WBGene00010615
	A0A1N7SYQ3	WBGene00010615
	P90915	WBGene00010616
	Q9XVL4	WBGene00010617
	Q7YWY5	WBGene00010619
	P90919	WBGene00010620
P90920		WBGene00010621
	P90922	WBGene00010622
	Q564V6	WBGene00010622
	A0A0K3AR57	WBGene00010623
	A0A0K3ATL3	WBGene00010623
	A0A0K3AQM5	WBGene00010623
	A0A0K3AQP8	WBGene00010623
	A0A0K3AU87	WBGene00010623
Q9NAP9		WBGene00010624
	Q21274	WBGene00010625
	Q21275	WBGene00010626
Q21276		WBGene00010627
G5EDL5		WBGene00010628
Q21278		WBGene00010629
	Q21279	WBGene00010630
	G5EE12	WBGene00010631
	Q8MQ09	WBGene00010632
	Q21293	WBGene00010633
	Q21291	WBGene00010634
	Q21290	WBGene00010635
	Q21297	WBGene00010636
	Q9U3C0	WBGene00010637
	Q21298	WBGene00010638
	I7J4C6	WBGene00010639
	Q7YWX3	WBGene00010640
	A0A061ADR1	WBGene00010640
	Q21301	WBGene00010641
	Q21303	WBGene00010642
	Q21300	WBGene00010643
	Q21304	WBGene00010644
	G5EBW5	WBGene00010645
	Q21312	WBGene00010646
	Q21314	WBGene00010647
	G5EBP0	WBGene00010648
	Q9XVV6	WBGene00010649
	Q9XUT5	WBGene00010650
	Q9XUT6	WBGene00010651
	Q9XUT7	WBGene00010652
	G5EGJ2	WBGene00010653
	Q9XUT3	WBGene00010654
	Q21331	WBGene00010655
	Q21328	WBGene00010656
	Q21329	WBGene00010657
	Q21330	WBGene00010658
	Q5CZ42	WBGene00010658
	Q5CZ41	WBGene00010658
	Q5CZ40	WBGene00010658
	Q21327	WBGene00010659
	G5ECH9	WBGene00010660
	M1Z859	WBGene00010660
	Q9XUS8	WBGene00010661
	Q9XUT1	WBGene00010662
Q9XUS7		WBGene00010663
	Q9XUT0	WBGene00010664
	Q9XUS6	WBGene00010665
	Q9XUS5	WBGene00010665
	Q9XUS4	WBGene00010665
	Q8WQE5	WBGene00010665
	Q86D12	WBGene00010665
	Q69Z13	WBGene00010665
	Q21333	WBGene00010666
	F5GUA0	WBGene00010666
	Q21334	WBGene00010667
	H2FLH0	WBGene00010667
	Q21335	WBGene00010669
	M1ZJY8	WBGene00010669
	Q21336	WBGene00010670
	Q21342	WBGene00010671
	Q21343	WBGene00010672
	Q21344	WBGene00010673
	Q2XMZ7	WBGene00010673
	Q2XMZ6	WBGene00010673
	Q2XMZ5	WBGene00010673
	H2FLI2	WBGene00010673
	Q21345	WBGene00010674
	Q21347	WBGene00010675
	Q2EEN9	WBGene00010675
	Q21350	WBGene00010676
	Q21351	WBGene00010677
	Q21352	WBGene00010678
	Q21354	WBGene00010679
	Q7YWZ2	WBGene00010680
Q21360		WBGene00010681
	Q21365	WBGene00010682
	P90926	WBGene00010682
	Q7YWX2	WBGene00010683
	Q9XVL3	WBGene00010684
	N1NTI6	WBGene00010684
	O17939	WBGene00010685
	O17940	WBGene00010686
	L8E972	WBGene00010686
	L8EC39	WBGene00010686
	L8E826	WBGene00010686
	G5EDM0	WBGene00010687
	Q93869	WBGene00010688
	Q21366	WBGene00010689
	Q21368	WBGene00010690
	Q21369	WBGene00010691
	Q21373	WBGene00010692
	Q21371	WBGene00010693
	Q7YWW9	WBGene00010694
Q9XU84		WBGene00010697
	Q9XU83	WBGene00010698
	Q9XU81	WBGene00010699
G5EED4		WBGene00010700
	Q93871	WBGene00010701
	Q93875	WBGene00010702
	G5EEF4	WBGene00010703
	A8WHT8	WBGene00010703
	A8WHT9	WBGene00010703
	Q21374	WBGene00010704
	Q27506	WBGene00010705
	Q27505	WBGene00010706
	Q27507	WBGene00010707
	Q21375	WBGene00010708
Q9U3B6		WBGene00010709
	Q9XU79	WBGene00010711
	Q9U3B5	WBGene00010712
	Q2EEM6	WBGene00010712
	G5EGG0	WBGene00010713
	Q2EEM5	WBGene00010713
	Q9U3B4	WBGene00010714
	O01341	WBGene00010715
Q21389		WBGene00010716
	Q7YWY3	WBGene00010717
	Q7YWY2	WBGene00010718
	Q9NAP8	WBGene00010719
	E5QCI3	WBGene00010720
	E5QCI4	WBGene00010720
	Q9NAP7	WBGene00010721
	E5QCI5	WBGene00010721
	Q9NAP6	WBGene00010722
Q7YWX9		WBGene00010723
	Q93877	WBGene00010724
	A0A0K3AWD3	WBGene00010724
	A0A0K3AYL4	WBGene00010724
	Q93878	WBGene00010725
	Q93879	WBGene00010726
	Q9XVL1	WBGene00010727
	Q95ZR6	WBGene00010727
	A9UJP1	WBGene00010727
	D9N146	WBGene00010727
	D9N147	WBGene00010727
	Q9XVL0	WBGene00010728
	Q9XU56	WBGene00010730
	O45665	WBGene00010731
	E9P8A0	WBGene00010731
	O17944	WBGene00010732
	Q564S2	WBGene00010732
Q21412		WBGene00010734
	Q21413	WBGene00010735
	G5ECX8	WBGene00010736
	A5Z2T4	WBGene00010736
	G5EDV6	WBGene00010736
	Q7YWY0	WBGene00010737
	Q21418	WBGene00010738
	Q8WQE3	WBGene00010740
	Q21420	WBGene00010741
	O45670	WBGene00010742
	O45669	WBGene00010742
	Q9NAP4	WBGene00010742
	E9P878	WBGene00010742
	Q21421	WBGene00010743
	Q21423	WBGene00010744
	E2JL00	WBGene00010744
	O45667	WBGene00010745
	O17945	WBGene00010746
	H9G311	WBGene00010747
	H9G310	WBGene00010747
	H9G312	WBGene00010747
	O17947	WBGene00010748
	O17948	WBGene00010749
	O17949	WBGene00010750
	O45672	WBGene00010752
	O45671	WBGene00010754
	G5EEK1	WBGene00010755
	Q21425	WBGene00010756
Q8WR51		WBGene00010757
	G1K0W1	WBGene00010757
	O45678	WBGene00010758
O45679		WBGene00010759
	O45681	WBGene00010760
	U4PR07	WBGene00010760
	O45682	WBGene00010761
	Q9XU55	WBGene00010762
	O45684	WBGene00010763
	O45683	WBGene00010764
	Q7YWX5	WBGene00010765
	U4PE47	WBGene00010765
	G5ECC9	WBGene00010766
O45685		WBGene00010767
